feature,valor_optimo
H_C,1.1699645719821206
O_C,0.27152208171210357
N,3.492154819370128
Ash ,7.482090099212413
VM,78.05404961364565
FC,7.66615082838938
M,6.797709458752568
FT,556.7762549468342
FT_squared,309999.79807262216
HR,11.621054599678843
PS,0.4246283825316266
FR,86.16726500300877
FR_disponible,1.0
